"","logFC.populationSTDI","logFC.populationSTGL2","logFC.populationSTGL3","logFC.populationSTIN","logFC.populationSTPO1","logFC.populationSTTO.BH","logCPM","LR","PValue","FDR"
"Sdiv_ptg000022l_1169-R",-4.01861742263995,-3.95829160134087,-3.83493566347652,-6.40628541426747,-5.74559217190188,-2.91887982159734,0.982291587381622,24.4030781620456,0.000440192710460391,0.0010782039571091
"Sdiv_ptg000007l_0652-R",-0.454285649184952,1.08467781252511,-0.210326681928872,0.162980511790158,1.59071153888913,-0.588298508172726,2.60926533701212,24.3975925160279,0.000441219387815528,0.00108062571204176
"Sdiv_ptg000008l_0155-R",-0.100904662344501,-5.19957962248193,-5.19957962248193,-1.1475623746338,-5.19957962248193,-5.19957962248193,-0.550575938402757,24.3975110492119,0.000441234652653607,0.00108062571204176
"Sdiv_ptg000014l_2776-R",3.89194596809098,4.18759511424493,4.55972272119695,4.13497503659436,0.10280370063787,-2.95479036771152,1.31938525387003,24.3969492675732,0.000441339930596332,0.00108081835967642
"Sdiv_ptg000014l_0795-R",2.10502514884858,-1.07911230767056,-2.9857987778073,1.45356422975316,-2.9857987778073,4.30110638187371,-0.404918979575338,24.3965891930361,0.000441407421608092,0.00108091845144242
"Sdiv_ptg000022l_1805-R",-1.20497348090575,-1.14129737494108,-0.681758355016647,-0.141465358172088,-1.05860767471975,-0.298618987090465,4.38589877260758,24.3908908387733,0.000442476853187696,0.00108347193514681
"Sdiv_ptg000001l_0714-R",-0.809057055830059,1.04410995516364,-0.0392420214953031,-1.28603325688503,-0.618190395342361,-0.977034070320033,3.62599145694391,24.3868913461821,0.000443228975827595,0.00108524817851274
"Sdiv_ptg000002l_1322-R",0.804599322980781,1.08364610266828,1.21657248362437,0.932814683510563,-0.620668786902737,1.3406871216712,4.08707877807943,24.3847050009538,0.000443640659771634,0.00108619069223316
"Sdiv_ptg000027l_0189-R",1.28131554897556,-0.680342757058894,-4.23526124938399,-2.17848119825593,2.06926890154999,-4.23526124938399,-0.0660499928845987,24.3833806039883,0.000443890223810781,0.00108673618883761
"Sdiv_ptg000009l_1643-R",5.82910039458365,5.74421639733468,0,3.1054617688353,5.57788770663152,8.13079024963803,0.32576767213777,24.3823986893278,0.000444075341064058,0.00108712384995762
"Sdiv_ptg000015l_2366-R",-0.529854207979362,-0.489725363446183,0.168261265851961,-0.766082001524702,-0.968582811882745,-0.637217582363642,4.75481208186052,24.3781062988429,0.000444885464383063,0.00108904142553283
"Sdiv_ptg000022l_0419-R",2.1936801147216,0.90036565414309,-0.109973367565207,3.38224108543052,3.10381301375431,5.34393954414938,1.38976476010864,24.3768621266781,0.00044512055474932,0.00108955122347043
"Sdiv_ptg000003l_1248-R",1.27939944997926,0.786189050073946,1.40938750867584,0.685871325542033,0.811077557147279,0.464970102827145,4.61325123571441,24.375325363066,0.000445411100022403,0.00109019669243579
"Sdiv_ptg000001l_1943-R",2.01924701423669,0.388872195941844,-1.14563532726209,-0.169929378119212,3.06476869657207,0.569314976151459,0.768565391549711,24.3745015238073,0.000445566934469633,0.00109051238268181
"Sdiv_ptg000002l_1129-R",-0.110726181238805,-0.297942385181763,-2.20280763572746,-1.52685968086879,0.583273110847665,-0.545922979323834,3.51813960324737,24.3739523803297,0.000445670838266096,0.00109070094374597
"Sdiv_ptg000015l_2273-R",2.03388376208795,3.30586099503717,0.629968587430348,4.45998612709625,3.68491950999065,-3.88330990366945,1.43479495622433,24.3729544422901,0.000445859719831034,0.00109109743768209
"Sdiv_ptg000007l_1152-R",-0.0206585652253438,-2.13633845224108,-0.761182689583339,-0.924572211772785,-1.42197552687746,-5.37635406896691,2.72864092970896,24.3682955400559,0.000446742561937605,0.00109319202543319
"Sdiv_ptg000022l_0096-R",0,0,0,0,5.10458271946147,0,-1.12912076269847,24.3680521290556,0.000446788734552611,0.00109323912957176
"Sdiv_ptg000008l_0040-R",0.14103878605734,1.03813242161693,1.40162218407208,0.391063447810457,1.41315106204141,1.67751697654128,3.53822368555232,24.3639109492152,0.000447574994800611,0.00109509702572148
"Sdiv_ptg000010l_0204-R",-1.22007970079613,-1.00045169622839,0.248366803332773,-1.16923524436397,-1.84870063369456,-0.408085926485281,3.3681014718493,24.3596749706478,0.000448380662954043,0.00109700218111176
"Sdiv_ptg000010l_2849-R",1.59973951352154,5.12878168811402,0,0,0,0,-1.10438562814578,24.3584968430873,0.000448604992261042,0.0010974848967196
"Sdiv_ptg000009l_0279-R",-0.525125879501195,1.53733213391852,1.27590872729811,1.4545382536551,1.05774742644714,-0.666258035439916,2.81563414560017,24.355779328697,0.000449122860261517,0.00109868563550691
"Sdiv_ptg000002l_1315-R",-0.0588205783263243,0.0592269066592066,-0.20215808263981,0.0655535611343836,1.04609299975371,1.06129738141206,3.89230912569427,24.3527169044486,0.000449707161853763,0.00110003545640606
"Sdiv_ptg000010l_2197-R",0.680097802467069,2.10931236920202,1.71272246717637,2.09475836903698,0.456909824944312,0.870508154984174,3.41768084709789,24.3526034467579,0.000449728823617124,0.00110003545640606
"Sdiv_ptg000013l_1493-R",-0.00660084131150449,-0.354142047707496,-0.509673372383151,0.0814527357607908,-1.32638275419493,-0.444656987423236,5.57905939383306,24.3396959678527,0.000452199883654275,0.00110601303913176
"Sdiv_ptg000014l_2671-R",0.703736113253213,-1.96452567595255,0.0990733660309471,1.00636389518413,-0.490885083409504,0.824853260854301,2.80440642031519,24.3364617443353,0.000452821147376837,0.00110746585017068
"Sdiv_ptg000027l_0115-R",2.45053233158937,0.553095890657386,1.79630413381582,1.76228361606178,2.47945103461236,3.87541410935469,2.46780477234296,24.3362139779307,0.000452868775587618,0.00110751562885515
"Sdiv_ptg000003l_0058-R",-1.22808032226773,-2.07110659394906,-1.39739922342955,-1.15615404160871,-1.64306326865019,-0.773277567147566,3.53844606633884,24.3352067005561,0.000453062455597074,0.00110792255778228
"Sdiv_ptg000001l_0263-R",-0.27571034325854,0.209183320690622,0.804144535699999,0.678370910174143,0.238638025222514,-0.369093933691023,5.0079695132437,24.3335642829506,0.000453378435684452,0.00110862849327971
"Sdiv_ptg000003l_2622-R",0.623052282557186,1.21419961331758,0.614101331398819,0.351793619961905,0.517915715009712,0.42129946744491,5.34349782373371,24.3309139644204,0.000453888780458434,0.00110980958748089
"Sdiv_ptg000008l_0136-R",1.19224828959782,-4.26029319579152,-0.839873497684424,-6.2008009358392,-0.0853710050026008,0.18727467961299,0.931357138842705,24.329206647721,0.000454217840401136,0.00111054730415032
"Sdiv_ptg000022l_1555-R",-0.708988804751999,-0.0604476970596752,-1.58157489201728,-0.109678677032871,-1.64910200338393,-1.80190940091672,3.32498636927047,24.3255590045557,0.000454921656381747,0.00111220114269596
"Sdiv_ptg000005l_0892-R",1.32559104310948,3.04184720566066,3.12569537309212,2.21903704091627,2.51373002770003,2.1682908619238,2.66696662275889,24.3207372022671,0.000455853674928381,0.00111441266250101
"Sdiv_ptg000002l_1380-R",0.693739042715484,0.309038270230704,0.635881068810671,1.00995991429729,1.13441153414058,0.0650944595000263,5.32904925942772,24.3174764161022,0.000456485025625345,0.00111588892604556
"Sdiv_ptg000003l_2252-R",-0.398603437176783,0.722956870948057,0.603289019155737,0.423854448179151,-0.310546274598439,0.453898075456278,5.0710869657718,24.314706631756,0.000457021984903702,0.00111713428359016
"Sdiv_ptg000003l_1421-R",1.5972536012147,7.51216395151412,6.19188095466476,6.42710996431803,2.80486507600803,4.43884816554519,0.464962375534105,24.3118162410316,0.000457582988181375,0.00111843826028369
"Sdiv_ptg000004l_1908-R",-0.203784085447235,0.672329495816799,0.859516773859828,-0.138571421008344,1.27359102933473,0.746445357197218,3.45067666468764,24.3109582806104,0.000457749642314402,0.0011187782578439
"Sdiv_ptg000002l_2047-R",2.775409089807,-2.17242709776637,-2.17242709776637,-2.17242709776637,0.877905254425148,-2.17242709776637,-0.809307989491118,24.3090481952699,0.000458120880552521,0.00111961820497837
"Sdiv_ptg000008l_0003-R",1.19665134524443,1.59107598495156,0.777353765147836,0.668135094091983,1.60855027104906,-0.480459878416575,4.07134932416571,24.3072487490244,0.00045847088639366,0.00112040616351113
"Sdiv_ptg000004l_0030-R",5.0426905535062,0,0,2.10025763717455,0,0,-0.834041568077864,24.3028815660668,0.000459321431210119,0.00112241716529567
"Sdiv_ptg000022l_0322-R",0.629386991674757,0.574660205770889,0.678710405967944,0.0956176833171255,0.932019381366271,-0.721389589506699,5.38097770538996,24.3024011912071,0.000459415082922361,0.00112257846053348
"Sdiv_ptg000007l_0462-R",1.04107892234978,-2.98275769912709,-1.30007931422546,3.09059630797084,3.70511463326419,0.521121869767656,0.012930984492918,24.3016398541044,0.000459563548261501,0.00112287366512465
"Sdiv_ptg000002l_1163-R",3.31338587718805,0,6.08517811228946,0,0,0,-0.568371197797092,24.3000684390489,0.000459870133034861,0.0011235551517457
"Sdiv_ptg000003l_1955-R",1.08940423257007,0.0577508296209643,0.982925978316576,0.391850766577764,-0.218931389362087,0.435011805534972,4.27104149490883,24.2999169887297,0.000459899691788936,0.00112355976684806
"Sdiv_ptg000022l_0975-R",0.136638551069859,-1.44925593939819,-0.442474058503445,-0.0446967742076593,-0.519954233646203,-0.70064667503134,4.90308799931412,24.2981019615937,0.000460254078497693,0.00112435790587639
"Sdiv_ptg000003l_2710-R",-0.615714207135709,0.157867545309823,0.0885297217238778,-0.171044509802613,0.180836713768181,-0.152560060715315,6.51579362131646,24.2917079360323,0.000461504663861873,0.001127345147132
"Sdiv_ptg000010l_2015-R",1.34394322384686,0.213671986247374,2.01851219448049,0.675476398809073,1.83022370464976,1.57385306096459,3.19598417518317,24.2905411847415,0.000461733225255612,0.00112783561987063
"Sdiv_ptg000001l_0877-R",-0.73287867816159,-0.884219856330067,-0.7321770400197,-1.13988894232509,-0.236801662024621,-0.723943549223394,5.55813043531678,24.289060725537,0.000462023401008444,0.00112847652459241
"Sdiv_ptg000014l_0237-R",0.541062012170428,0.248003381399716,-0.183833251007941,0.507551100189928,0.376027104382263,0.0100408917660599,5.99418034494578,24.286062985227,0.000462611519515336,0.00112984502354383
"Sdiv_ptg000014l_1960-R",-0.247088771683934,-5.06886351395727,1.57273226474039,-0.216805196680755,-5.06886351395727,-5.06886351395727,0.0604058639625923,24.2852382703,0.000462773447284232,0.00113017252663881
"Sdiv_ptg000013l_0349-R",-0.77204283482073,-0.456498805724563,-0.329537851406384,-0.304777656231156,-1.2438452443181,-0.175016389033518,5.80424324623616,24.2786012106255,0.000464078626165751,0.001133291838711
"Sdiv_ptg000012l_0235-R",0.720990811846513,0.395936958797631,1.25007752969143,0.581323516896346,1.19357950621304,-1.60426976889174,3.83991726642536,24.2698316418299,0.000465808720607935,0.00113744836785169
"Sdiv_ptg000013l_1057-R",-0.378837945779935,0.67938983122856,0.85299705625126,1.0018253009228,0.66189394329651,-0.332367781321942,3.87467895056064,24.2674810887435,0.000466273524538184,0.00113851489701729
"Sdiv_ptg000009l_0236-R",-0.0871619175579717,-0.437317945035527,-1.33052700218753,-0.257652413917471,-0.829973294188714,-0.145513380352155,4.28580080758877,24.2666710837397,0.000466433802572191,0.00113883777206701
"Sdiv_ptg000004l_1291-R",-0.337452034449775,0.162761287400475,0.335254242621335,0.378297262032882,-0.331636432397181,-1.12787928988781,5.63898228495325,24.2663215218969,0.000466502988133596,0.0011389382116494
"Sdiv_ptg000009l_0087-R",-0.434911484273623,-0.599514329789537,-0.921877928789421,-0.723289231409477,-0.64470230307408,-0.454132308998232,6.25638713162391,24.2636108418257,0.000467039831048168,0.00114018032703312
"Sdiv_ptg000003l_0923-R",5.76774513053609,4.60779363086907,0,0,6.13516787905374,4.43884816554519,-0.0531127080366692,24.2634690005278,0.000467067939070463,0.00114018039761304
"Sdiv_ptg000013l_0575-R",1.76456746922482,2.15896764548862,2.55064265785743,1.76469740065379,0.581706695011314,1.80840272025354,3.12612940840919,24.2620207395491,0.000467355029430411,0.00114081264352577
"Sdiv_ptg000012l_0064-R",0.126913127337793,1.68159608525997,1.63194832541333,0.388806607497742,-0.9554636410018,-0.0634190478596675,2.48948798952336,24.2572213222757,0.000468307665124648,0.00114306931053447
"Sdiv_ptg000005l_2003-R",-1.80014558284333,0.318549177267118,-0.732969431970318,0.582193977689531,0.842397371057771,-4.23714852901119,2.27336302049502,24.2558585387109,0.000468578512038664,0.00114366166134772
"Sdiv_ptg000012l_1605-R",3.41375275895684,0,0,0,0,6.96728482202566,-0.988432654520873,24.2490688414768,0.000469930231971661,0.00114684290032717
"Sdiv_ptg000002l_0244-R",-6.02014837075311,-6.02014837075311,-4.33682774711248,-6.02014837075311,-6.02014837075311,-6.02014837075311,-0.897235152612976,24.2490278288688,0.000469938408573703,0.00114684290032717
"Sdiv_ptg000013l_1888-R",2.16812187768232,0,6.21618933165527,4.94718014120496,0,0,-0.474620500620825,24.2470483411798,0.000470333221603374,0.00114773742766987
"Sdiv_ptg000001l_2242-R",0.153194031308353,-1.7356607054984,-1.18633708559785,-0.163425043177018,-4.45330100734301,0.504145156918637,1.04673479176882,24.246680343469,0.000470406655505534,0.00114784764458012
"Sdiv_ptg000015l_0197-R",-0.183189233354528,0.264125241261047,0.385088016805442,-0.210130082984275,0.573458974690341,-0.872659014854112,5.86851649788885,24.2408551819232,0.000471570569919441,0.00115061858924101
"Sdiv_ptg000022l_0228-R",-1.02305322756018,-0.655522940369746,-0.903637769653186,-0.135880800833625,-0.545401488190511,-0.815882121253135,6.37202174133244,24.2402782059229,0.000471686008539719,0.00115083110393341
"Sdiv_ptg000005l_1390-R",-4.13943597393422,-3.21260262467069,-5.93743465327891,-2.88558243057135,-3.94719012205737,-9.12283869300092,1.34350996113931,24.2398577696137,0.000471770144957244,0.00115096722579511
"Sdiv_ptg000002l_1435-R",2.62609678347187,3.90506182793232,4.00428378577866,1.92159151536999,3.60408193520659,2.77667680722575,1.92468324202431,24.2366855917327,0.000472405427700308,0.001152447870063
"Sdiv_ptg000022l_1898-R",0.231300292963455,1.29068529718699,1.3663245980943,0.508548813144724,1.18762319317542,-0.901588770591809,3.25002537664462,24.2350916991723,0.000472724949588653,0.00115315807419181
"Sdiv_ptg000004l_1376-R",-0.22879535248993,0.381218893973546,0.45067814945869,-0.0218347182654234,0.428493031180229,0.390198030559116,8.82583642608864,24.2337622221288,0.000472991627733263,0.00115373929451174
"Sdiv_ptg000003l_1149-R",2.26181558331133,-0.466710186425936,-0.327227310331043,-5.46081046725973,0.80669812329034,-1.02196230171454,1.05995663251358,24.2333343363235,0.0004730774883031,0.00115387941434621
"Sdiv_ptg000013l_0708-R",1.15913516764023,1.25678670837,1.13819536663814,0.784725970651449,0.454996167713484,0.937066538861492,4.77990149231681,24.2260933700589,0.000474532805837021,0.00115735954794991
"Sdiv_ptg000979l_0002-R",0.339899251595124,-3.27536241970077,-5.21551339745722,-5.21551339745722,-1.77380842265726,-5.21551339745722,-0.405837996965452,24.2258215872533,0.000474587515503892,0.0011574234627358
"Sdiv_ptg000001l_0626-R",0.181886734416572,-1.33270604127602,-0.121170463090746,1.00513586666978,2.54210757885573,0.321174510569435,1.86382619867919,24.2254721322753,0.000474657869640482,0.00115752552126728
"Sdiv_ptg000005l_0461-R",4.26019509927897,0,0,0,0,0,-1.09505876110413,24.222189079171,0.000475319332735621,0.00115906899021515
"Sdiv_ptg000005l_1666-R",-0.369182720579269,-0.7448495661069,0.214392062507834,0.362753002368783,-2.18276368089335,-0.214879318367639,3.48638762542653,24.2195105221452,0.000475859675053783,0.00116031693780303
"Sdiv_ptg000018l_0111-R",-0.447259103642025,-0.261786570120067,-0.900632128027439,-0.881842162378064,0.284225615205307,0.0901898713478183,4.56753186487271,24.2182357020261,0.000476117055363812,0.00116087481386471
"Sdiv_ptg000013l_0158-R",4.21955796984334,0,0,0,0,0,-1.08741689064079,24.2150475763468,0.000476761323117932,0.00116237588030782
"Sdiv_ptg000001l_2177-R",0.0973087767307607,-0.0146754327668198,0.211850209553725,0.0441849732810815,-0.795710964863102,-0.922842712583447,5.55388625245423,24.2128038092719,0.000477215265840067,0.00116341276925443
"Sdiv_ptg000013l_0425-R",0.460459436838603,-0.124987084933168,-6.30906096526247,-4.09684405215203,-0.840495928184138,-6.30906096526247,0.624560658646347,24.2087568579876,0.000478035091426703,0.00116534147340294
"Sdiv_ptg000009l_1576-R",-0.0596544024057535,-0.294235859858481,-0.465124600574608,0.00612355887691412,-2.10157242936963,-0.917257325254695,4.35847500563269,24.208017309852,0.000478185057739041,0.00116563707855394
"Sdiv_ptg000004l_0691-R",-0.139477166221054,-0.680836678384391,-0.825822419516661,-1.01051469987914,-1.43634541535772,-1.52776258047816,4.53047201929051,24.2072153981816,0.000478347722510717,0.00116596360047243
"Sdiv_ptg000001l_0693-R",0,5.47996022843964,5.53554771952881,6.40084150726322,0,0,-0.199666928975789,24.2031203621143,0.000479179234617031,0.00116791407368946
"Sdiv_ptg000009l_1704-R",4.45179655843935,0,0,0,0,7.28690515968101,-0.733757119249065,24.2029288511366,0.00047921815642089,0.00116791407368946
"Sdiv_ptg000022l_0153-R",4.98743777296745,2.68687344914957,6.17664239188599,4.78102816474729,0,0,-0.152644029743201,24.2028498698042,0.00047923420912707,0.00116791407368946
"Sdiv_ptg000001l_0488-R",-1.51986126378356,-1.66284412281773,-1.97108549693204,-1.97724658805365,-0.856660185624413,-2.87920693912093,2.89925187592088,24.1988022122252,0.000480057591583651,0.00116985048093655
"Sdiv_ptg000003l_2206-R",-0.72526044003457,-5.68949748708755,-5.68949748708755,-3.59066990698526,-5.68949748708755,-5.68949748708755,-0.572963189236899,24.1977559825196,0.00048027064401203,0.00117029943415461
"Sdiv_ptg000002l_0414-R",-3.4996495547872,-4.84265480595634,-3.71370589042978,-2.03139105306546,-6.78096140912152,-6.78096140912152,-0.286450742128455,24.1972498423306,0.000480373746927792,0.00117048043010801
"Sdiv_ptg000016l_0290-R",2.80494025785068,-0.298743953225308,3.83994011936698,2.6272224948087,4.23991409927084,1.48648510682205,1.24347376169851,24.1932016073066,0.000481199173853926,0.00117242131606339
"Sdiv_ptg000009l_2201-R",0.0135387989432298,-0.491921830534868,2.02145803717662,-0.820590054140817,-1.9685170567868,-1.09043099163013,1.84539598165443,24.1926654206627,0.000481308605847433,0.0011726175825908
"Sdiv_ptg000005l_1231-R",1.63967451109432,0.242053185253917,-0.383858181959492,1.70711549766736,-5.34913552702651,-0.347670140652519,0.79964640249177,24.1914351060375,0.000481559797147285,0.00117315917464379
"Sdiv_ptg000002l_0296-R",0.201416738635674,-0.797829321728472,-0.375425803574844,-0.415628858860543,-0.0907747023546434,-0.55378006555873,5.01173876253942,24.1846077489715,0.000482956073395447,0.00117649015035668
"Sdiv_ptg000002l_1410-R",-0.46379789630843,-1.26106629084243,-1.14719293600481,-0.870890353706915,-2.35606433913522,-0.995449709491581,4.03035394739931,24.1834681655851,0.000483189519507123,0.00117698822010235
"Sdiv_ptg000014l_1042-R",-2.51099638814523,0.076529969150698,0.463322834155754,0.147604583012864,-6.16982611947308,2.01324771327086,0.759900030773426,24.1824222493827,0.0004834038754188,0.00117743973158514
"Sdiv_ptg000004l_1797-R",0.29422333289813,-0.157649697151489,0.515807304027374,0.138670578088991,0.655300316416486,0.716433069306508,5.89769615190996,24.180382179437,0.000483822248059729,0.00117838808809461
"Sdiv_ptg000005l_1512-R",0.367615400546624,0.514854491865033,0.754811159566908,-0.107885953702463,0.330196090495413,0.250356583097009,6.29123978562196,24.1775703318828,0.000484399479061253,0.00117972321998208
"Sdiv_ptg000010l_1524-R",-3.27842837662128,1.42411736785216,1.69898644092682,3.55930966591346,1.61240496188262,-4.48187782485009,0.821550391881398,24.1769530384905,0.00048452629101694,0.00117996129141381
"Sdiv_ptg000007l_0198-R",-1.01458582944739,-2.64094845610993,-1.29667363913576,-1.61911493578105,-0.604415927365229,0.460014395130639,3.31464994550239,24.174646852861,0.000485000344940966,0.0011810449179414
"Sdiv_ptg000009l_1248-R",0.42912816457178,0.549798724768614,1.04083176772028,0.317398850347489,0.920055564448428,0.475382568134771,5.59216058724811,24.173910207259,0.000485151864179048,0.00118134304370679
"Sdiv_ptg000002l_1630-R",-1.2077175348913,-0.535375647691689,0.390974878417579,-0.363067738016645,0.264770171231341,-2.24705421701357,3.28903032409733,24.171575731779,0.000485632345796898,0.00118244210789883
"Sdiv_ptg000009l_2026-R",-4.10919236380948,-2.1778944826719,-4.10919236380948,-4.10919236380948,2.41383723292873,-4.10919236380948,-0.519043254850158,24.1704838628918,0.000485857234887368,0.00118291874804152
"Sdiv_ptg000003l_0750-R",0.168563164286631,-0.282170354065825,0.0610163171873532,0.154928590396596,1.27880134194007,0.154372014331191,3.83509564885787,24.1673866070659,0.000486495725561602,0.00118440226825076
"Sdiv_ptg000005l_0478-R",0,0,0,0,6.34537219926004,0,-0.70519834560318,24.167240281587,0.000486525910568929,0.00118440474367877
"Sdiv_ptg000011l_0413-R",-3.05545064692212,-3.76883096746893,-1.74335701131845,-6.98737563303366,-2.8413489295291,-0.599300017581471,0.0984447723439584,24.1669732878845,0.000486580992581178,0.00118446782475579
"Sdiv_ptg000001l_1129-R",-0.995307134916934,-2.37855036991107,-4.95137445263649,-1.2386407170338,-2.42526047766187,-6.71436451910215,0.213204771350522,24.165251095759,0.000486936436111236,0.00118526201443069
"Sdiv_ptg000022l_1928-R",-3.71926024642476,-6.14366857916594,-6.14366857916594,-6.14366857916594,-6.14366857916594,-6.14366857916594,-0.903006656743069,24.1650312995438,0.000486981818271295,0.00118530142736463
"Sdiv_ptg000003l_2060-R",0.476276904325502,0.283946387740918,0.954595768642583,-0.0676812629606978,-0.203983833671086,0.302329978738365,4.4439875816151,24.1625669351757,0.000487490929974923,0.00118646947390085
"Sdiv_ptg000009l_1588-R",-1.22188512661029,-1.07953926766158,-0.510023208457247,0.216826566393645,-0.105676281031656,-1.13050023906687,3.70520170840308,24.1608507272234,0.000487845789788365,0.00118726198023053
"Sdiv_ptg000022l_1664-R",0.199486991074024,0.454019311842014,0.126373946700195,-0.334045332623695,0.408477596542203,0.485215327298513,7.95484714855582,24.1571311589492,0.000488615756499771,0.00118899405272396
"Sdiv_ptg000004l_1819-R",7.03927087937387,2.86655099064878,4.03686041726134,2.2232833986488,4.90242156802952,7.7696900218467,0.514165947010521,24.1571296909079,0.000488616060626623,0.00118899405272396
"Sdiv_ptg000009l_0527-R",0.34139730367832,0.875410700357951,-0.0798893570177562,0.251622926332821,0.34446221341561,-0.567175877239743,7.98264020248453,24.1506067243778,0.000489969232131559,0.00119221540268062
"Sdiv_ptg000010l_1507-R",6.07361432127057,6.02644146289075,4.27331745358884,6.93358542436907,7.11226057757716,0,0.820605168221685,24.1493168989396,0.000490237239219923,0.00119279605343425
"Sdiv_ptg000002l_0632-R",-1.37845312457286,-0.372798611405053,-0.996135935389202,-1.40911146090612,-0.211052918469194,-0.979909274519379,3.50467944744927,24.1474899842389,0.00049061709257194,0.0011936487514066
"Sdiv_ptg000002l_1156-R",-0.331189551713408,0.517254073283587,0.00345883152128844,-0.0865307951034045,0.773338130522674,-1.70662019835483,3.5630761627389,24.1432554015608,0.000491498663893991,0.00119572193074588
"Sdiv_ptg000012l_0757-R",-0.552314574818961,-0.457271762891763,-0.435136925249026,-1.08051583545131,-0.849239650300693,-0.376485255578997,5.55091776344511,24.1394884221082,0.000492284197740458,0.00119756123492985
"Sdiv_ptg000004l_0301-R",5.27891644281205,6.08234473655317,2.59354192399135,4.33409165685443,3.39021477957506,3.97515968269563,2.20625554628403,24.1392855664688,0.00049232653456625,0.001197592479638
"Sdiv_ptg000015l_0357-R",0.168591986421404,-0.624338430250749,-0.206584406055478,-0.722674283576131,0.0250050254576908,-0.337786569016998,6.7745026519754,24.1375893247123,0.000492680687620079,0.0011983821733258
"Sdiv_ptg000014l_1915-R",2.68025510171888,2.57976562159861,1.84570615935441,2.18436001104268,2.37624083510172,1.36196703883688,3.74457694853648,24.1349444776887,0.000493233397250189,0.00119965470672304
"Sdiv_ptg000014l_0992-R",0.177809972219568,-0.830951608336724,-0.540085418717462,-0.562265669625899,-0.115284562914251,-1.07192861704205,4.78141066801576,24.1342300060192,0.000493382809344048,0.00119994623599811
"Sdiv_ptg000012l_0361-R",-5.49860787185826,-2.94063991031032,-1.45752490158432,1.01948327436949,-2.03223016867311,-7.7078306186224,1.24007324085476,24.1314907193077,0.000493956068615203,0.00120126849866377
"Sdiv_ptg000012l_1992-R",-0.634940416870758,0.147830324101308,0.807715423837853,1.10495309419171,0.462185737020135,-0.489584700653292,3.59302043604005,24.13132948945,0.000493989830117576,0.00120127865862704
"Sdiv_ptg000014l_1039-R",-0.757007569579074,-0.218628024627152,-1.3788709310751,-1.96796873217809,-1.59732887335552,-0.454329864913282,3.72037033699497,24.119875272379,0.000496394160640672,0.0012070531940221
"Sdiv_ptg000015l_1033-R",0.873472985999906,0.171471538390151,-0.537784315483957,0.183392285490384,-0.4154607741893,-0.389395132496551,3.6658349393934,24.1195951400719,0.000496453106639941,0.00120711058858665
"Sdiv_ptg000009l_2731-R",0.397867229827374,0.903686700218223,0.940409007444971,1.08068652476725,1.29996552949527,1.1787475583378,4.50574056235228,24.1194805607355,0.000496477218637288,0.00120711058858665
"Sdiv_ptg000014l_0646-R",-0.0505145022818095,1.4547193445494,1.10906012031916,1.38955597380569,0.430233237031902,0.0347425103347676,3.99890272479663,24.1180875209033,0.00049677046117295,0.00120775124813728
"Sdiv_ptg000014l_0599-R",-0.115038819184803,-0.719970134135279,-1.88886952618949,0.0206932568111098,-0.341551615319032,-1.48292930269599,5.14453946147973,24.1152557157575,0.000497367097160912,0.00120912939874969
"Sdiv_ptg000014l_1142-R",-0.586629412041206,-1.32388456401728,-0.838110719290215,-2.26411912429225,-0.814259197490513,-1.08886782822254,3.99256004731895,24.1021471736212,0.000500138148537282,0.00121579320279603
"Sdiv_ptg000005l_0097-R",2.39728044305623,-1.26733103922684,-3.3904356534219,0.718694333492276,-3.3904356534219,2.5883329045569,-0.355520055409773,24.0986991398883,0.00050086955787701,0.00121749830991642
"Sdiv_ptg000002l_0363-R",-1.22967694913257,-0.927442772730403,-1.69617667199015,-0.203989034748956,-0.85782696161882,-0.742760716532563,4.03117340701208,24.0967771944029,0.000501277704587075,0.00121839065844726
"Sdiv_ptg000001l_0682-R",-3.18931560901199,-5.2506649751037,-2.28450316676798,-7.41929224028446,-7.41929224028446,-2.98044407473926,-0.138693209720329,24.0966879072889,0.000501296673660995,0.00121839065844726
"Sdiv_ptg000002l_0818-R",-0.507721996632332,-1.87221980523667,1.17147075123771,-4.74038796167183,-4.74038796167183,2.10241373973238,-0.222449182046079,24.09546450261,0.000501556657498215,0.00121894958309627
"Sdiv_ptg000001l_2161-R",-0.0246536561369086,-0.820528290760739,1.06917975846286,-0.546860350131019,-0.554763437401994,-2.4196041961224,3.18358099721081,24.0943205951045,0.000501799867527864,0.00121946767734972
"Sdiv_ptg000001l_1297-R",-0.677692643394534,0.175336428835399,0.248947408744122,-0.397856486879859,-0.931318064413472,0.533188788965959,4.20640602706119,24.0922226643364,0.000502246217258712,0.00122047934757674
"Sdiv_ptg000012l_0956-R",-0.123574995477064,-0.538184409521282,-0.340159540221093,-0.823801541454511,0.249154864496089,0.303737461642405,5.91888798755936,24.0879760379333,0.000503150913325971,0.00122260463087274
"Sdiv_ptg000014l_0286-R",0.806551467027459,1.72571187475896,2.16609075620872,2.15370986260036,2.15853921740756,1.82340318009429,2.40300233578961,24.0843054751347,0.000503934177291571,0.00122443461004677
"Sdiv_ptg000001l_1509-R",-5.21933839723737,-1.85591075196566,-0.119579732725349,-3.68299779189185,-2.05068407859104,-7.58725300975562,0.877370783477951,24.0804448399321,0.000504759295448311,0.0012263382759926
